CUST_ID,AGE,GENDER,MARITAL_STATUS,OCCUPATION,ANNUAL_INCOME,CITY_TIER,EDUCATION,HOUSE_OWNERSHIP,DEPENDENTS,MOBILE_PHONE,EMAIL_SUBSCRIBED,LOYALTY_CARD,REGION
C10284,46,Female,Single,Salaried,2397314,Urban,Postgraduate,Own,4,Yes,Yes,Gold,North
C10285,68,Male,Single,Salaried,1095219,Metro,Graduate,Rent,0,Yes,No,None,North
C10286,69,Male,Married,Student,2573654,Semi-Urban,Graduate,Own,3,Yes,Yes,Silver,North
C10287,22,Male,Divorced,Salaried,1663649,Semi-Urban,Postgraduate,Rent,3,Yes,Yes,Platinum,South
C10288,21,Male,Divorced,Retired,1742609,Urban,Postgraduate,Own,4,Yes,No,Gold,South
C10289,68,Female,Single,Salaried,412192,Metro,Postgraduate,Own,2,Yes,Yes,Gold,North
C10290,32,Female,Married,Student,291909,Urban,Graduate,Family,0,Yes,Yes,None,Central
C10291,25,Male,Married,Self-Employed,2868857,Metro,Graduate,Own,2,Yes,Yes,Gold,Central
C10292,57,Female,Single,Student,2578708,Rural,Postgraduate,Rent,4,Yes,Yes,Platinum,North
C10293,52,Male,Married,Self-Employed,1346336,Semi-Urban,Postgraduate,Rent,0,Yes,Yes,Silver,Central
C10294,29,Male,Married,Self-Employed,1832155,Urban,Postgraduate,Rent,0,Yes,No,Silver,North
C10295,61,Male,Divorced,Self-Employed,2388407,Metro,Professional,Own,4,Yes,No,Gold,South
C10296,55,Male,Single,Self-Employed,597447,Metro,Graduate,Own,1,Yes,Yes,Silver,Central
C10297,39,Male,Single,Student,940428,Metro,Graduate,Family,1,Yes,No,None,East
C10298,68,Female,Married,Self-Employed,993953,Metro,Graduate,Own,3,Yes,Yes,None,South
C10299,36,Male,Married,Salaried,2230649,Rural,Professional,Own,4,Yes,Yes,Silver,North
C10300,23,Other,Divorced,Salaried,997781,Urban,Professional,Own,4,Yes,Yes,Silver,East
C10301,40,Male,Single,Retired,699788,Urban,Graduate,Family,2,Yes,Yes,Silver,East
C10302,44,Male,Married,Salaried,1311561,Metro,Postgraduate,Own,4,Yes,Yes,Platinum,South
C10303,53,Male,Married,Unemployed,2829051,Semi-Urban,Postgraduate,Own,1,Yes,Yes,None,East
C10304,44,Female,Single,Student,1791876,Semi-Urban,Graduate,Own,4,Yes,Yes,Platinum,Central
C10305,31,Male,Married,Salaried,1205558,Urban,High School,Own,2,Yes,No,Silver,East
C10306,69,Female,Married,Student,701907,Metro,Graduate,Rent,3,Yes,No,Silver,East
C10307,28,Female,Single,Self-Employed,1863161,Rural,High School,Family,0,Yes,Yes,Silver,West
C10308,56,Female,Single,Student,345060,Urban,Postgraduate,Own,3,Yes,Yes,None,East
C10309,58,Female,Married,Salaried,2916169,Semi-Urban,Graduate,Own,2,Yes,Yes,None,East
C10310,60,Male,Married,Salaried,1965122,Urban,Postgraduate,Family,4,Yes,Yes,None,Central
C10311,40,Male,Divorced,Self-Employed,1975517,Semi-Urban,Graduate,Own,1,Yes,Yes,Gold,East
C10312,55,Male,Single,Salaried,601055,Urban,High School,Own,4,Yes,Yes,Silver,East
C10313,68,Female,Single,Self-Employed,1733524,Rural,Graduate,Rent,0,Yes,No,Silver,South
C10314,45,Male,Widowed,Salaried,2859897,Semi-Urban,Graduate,Own,1,Yes,Yes,Silver,West
C10315,55,Male,Divorced,Student,2152151,Metro,Graduate,Own,3,Yes,Yes,None,East
C10316,45,Other,Single,Salaried,786264,Urban,Graduate,Rent,2,Yes,No,Platinum,North
C10317,49,Male,Married,Unemployed,1286727,Metro,Doctorate,Own,3,Yes,Yes,Platinum,West
C10318,38,Female,Single,Salaried,758461,Rural,Doctorate,Own,0,Yes,Yes,Gold,Central
C10319,66,Female,Single,Salaried,1030044,Metro,Professional,Own,0,Yes,Yes,None,East
C10320,38,Male,Single,Self-Employed,1788824,Metro,Graduate,Own,4,Yes,Yes,Platinum,South
C10321,22,Male,Single,Salaried,990970,Urban,Postgraduate,Family,4,Yes,Yes,None,South
C10322,55,Male,Married,Self-Employed,2085346,Semi-Urban,High School,Rent,4,Yes,Yes,Gold,Central
C10323,36,Female,Married,Salaried,1277285,Metro,High School,Own,0,Yes,Yes,Silver,Central
C10324,61,Female,Widowed,Salaried,1381787,Urban,Professional,Own,1,Yes,Yes,Platinum,North
C10325,56,Female,Married,Salaried,2725814,Rural,Postgraduate,Rent,3,Yes,Yes,Gold,Central
C10326,53,Female,Married,Salaried,2464786,Semi-Urban,Graduate,Rent,3,Yes,Yes,Gold,Central
C10327,24,Female,Married,Self-Employed,1398751,Urban,Postgraduate,Own,2,Yes,Yes,Platinum,West
C10328,53,Male,Widowed,Self-Employed,2082212,Metro,High School,Family,2,Yes,Yes,Platinum,East
C10329,34,Male,Married,Salaried,2583728,Metro,Graduate,Family,1,Yes,Yes,None,North
C10330,41,Female,Married,Retired,2766322,Urban,Postgraduate,Rent,4,Yes,Yes,Platinum,North
C10331,68,Male,Divorced,Salaried,2946651,Urban,Graduate,Rent,4,Yes,Yes,Silver,North
C10332,40,Male,Single,Salaried,695970,Urban,Postgraduate,Rent,1,Yes,Yes,None,East
C10333,28,Female,Married,Self-Employed,689351,Urban,Graduate,Rent,3,Yes,Yes,Silver,Central
C10334,27,Male,Divorced,Self-Employed,1456744,Urban,Graduate,Own,4,Yes,Yes,Platinum,Central
C10335,23,Female,Widowed,Student,1137845,Semi-Urban,Professional,Own,3,Yes,Yes,Silver,West
C10336,37,Female,Single,Self-Employed,2769750,Metro,Graduate,Own,0,Yes,No,Gold,West
C10337,53,Male,Married,Salaried,2502439,Rural,Postgraduate,Family,2,Yes,Yes,None,North
C10338,68,Female,Married,Self-Employed,2703661,Metro,Graduate,Own,4,Yes,Yes,Silver,East
C10339,32,Male,Single,Self-Employed,2395734,Urban,Graduate,Family,2,Yes,Yes,Gold,Central
C10340,42,Male,Married,Salaried,1109961,Metro,High School,Rent,1,Yes,Yes,Silver,East
C10341,42,Male,Single,Student,2952080,Semi-Urban,Graduate,Own,0,Yes,Yes,Platinum,Central
C10342,66,Male,Single,Self-Employed,2193634,Urban,Graduate,Family,4,Yes,Yes,Silver,East
C10343,50,Female,Married,Self-Employed,2920098,Urban,Graduate,Own,4,Yes,No,Silver,East
C10344,58,Male,Married,Salaried,1857026,Urban,Professional,Own,3,Yes,Yes,Silver,North
C10345,58,Male,Married,Salaried,2920301,Urban,Postgraduate,Rent,2,Yes,Yes,Silver,West
C10346,65,Male,Married,Unemployed,1556826,Rural,Graduate,Family,0,Yes,Yes,Silver,South
C10347,28,Female,Single,Salaried,793310,Metro,Graduate,Own,3,Yes,Yes,Silver,East
C10348,47,Female,Single,Salaried,593035,Semi-Urban,Doctorate,Family,0,Yes,Yes,Silver,South
C10349,47,Male,Single,Salaried,1336740,Semi-Urban,High School,Own,0,Yes,Yes,None,North
C10350,54,Male,Single,Salaried,2150394,Urban,High School,Own,1,No,Yes,Silver,East
C10351,41,Male,Married,Retired,570613,Rural,Graduate,Own,1,Yes,No,Gold,North
C10352,50,Male,Married,Self-Employed,2628376,Metro,Doctorate,Own,3,Yes,Yes,Gold,South
C10353,53,Female,Single,Salaried,2120705,Urban,Graduate,Family,3,Yes,Yes,None,Central
C10354,48,Female,Single,Self-Employed,2725341,Urban,Graduate,Family,3,No,Yes,Silver,East
C10355,67,Male,Married,Self-Employed,2689238,Semi-Urban,Postgraduate,Rent,0,Yes,No,Platinum,North
C10356,53,Male,Single,Salaried,250184,Rural,Professional,Family,4,Yes,Yes,Gold,South
C10357,25,Male,Widowed,Salaried,2775571,Urban,Postgraduate,Own,1,Yes,Yes,Gold,East
C10358,68,Female,Married,Self-Employed,2358006,Rural,Graduate,Rent,4,Yes,Yes,Silver,South
C10359,39,Male,Single,Salaried,287936,Rural,Doctorate,Own,2,Yes,Yes,Platinum,Central
C10360,24,Other,Single,Student,1581175,Urban,High School,Own,1,Yes,No,Platinum,East
C10361,55,Female,Married,Salaried,1627241,Urban,Professional,Rent,2,No,Yes,Silver,North
C10362,69,Male,Single,Unemployed,1402378,Metro,Graduate,Rent,2,Yes,Yes,Platinum,North
C10364,37,Female,Single,Salaried,2315319,Semi-Urban,Professional,Own,3,Yes,Yes,Gold,North
C10365,64,Female,Single,Unemployed,1696128,Metro,Graduate,Family,0,Yes,Yes,Silver,North
C10366,48,Female,Married,Student,2884618,Semi-Urban,Graduate,Rent,4,Yes,Yes,Silver,East
C10367,50,Male,Married,Self-Employed,431044,Rural,High School,Rent,2,Yes,Yes,None,Central
C10368,49,Male,Single,Salaried,2881097,Semi-Urban,Graduate,Own,3,Yes,Yes,Silver,Central
C10369,66,Female,Married,Salaried,2297723,Semi-Urban,Postgraduate,Rent,0,Yes,No,Silver,North
C10370,26,Female,Married,Salaried,368140,Semi-Urban,Postgraduate,Rent,1,Yes,No,Silver,North
C10371,55,Female,Married,Salaried,1792986,Semi-Urban,Professional,Rent,2,Yes,Yes,None,North
C10372,61,Female,Single,Self-Employed,2943451,Urban,High School,Rent,3,Yes,Yes,Gold,North
C10373,57,Female,Married,Self-Employed,2551411,Urban,High School,Own,3,Yes,Yes,None,East
C10374,44,Female,Widowed,Salaried,1174909,Metro,Professional,Family,3,Yes,No,Gold,Central
C10375,49,Male,Single,Retired,1501876,Urban,Postgraduate,Own,1,Yes,Yes,Silver,West
C10376,69,Female,Single,Salaried,2450187,Urban,Graduate,Rent,0,Yes,Yes,Silver,West
C10377,66,Female,Single,Salaried,1351450,Urban,Graduate,Own,4,Yes,No,Silver,Central
C10378,51,Female,Single,Salaried,412348,Semi-Urban,Graduate,Family,4,Yes,Yes,Gold,North
C10379,55,Female,Single,Salaried,490508,Metro,Graduate,Rent,2,Yes,Yes,Gold,West
C10380,53,Male,Married,Self-Employed,2110869,Semi-Urban,Graduate,Family,0,Yes,Yes,Platinum,East
C10381,41,Female,Divorced,Student,1231310,Semi-Urban,Postgraduate,Family,2,Yes,Yes,Gold,North
C10382,52,Female,Single,Salaried,2387102,Rural,Postgraduate,Own,4,Yes,Yes,Silver,Central
C10383,43,Male,Married,Salaried,729414,Urban,High School,Rent,1,Yes,Yes,None,Central
C10384,53,Male,Married,Salaried,1771110,Metro,Professional,Family,0,Yes,Yes,Silver,South
C10385,23,Male,Married,Salaried,465906,Semi-Urban,Professional,Family,0,Yes,No,Gold,East
C10386,38,Male,Married,Salaried,2037794,Urban,Postgraduate,Own,2,Yes,Yes,Silver,East
C10387,45,Male,Single,Salaried,1577798,Semi-Urban,Graduate,Own,2,Yes,Yes,None,South
C10388,62,Male,Married,Self-Employed,1364939,Rural,Graduate,Own,1,Yes,Yes,None,South
C10389,51,Female,Married,Salaried,1589069,Metro,Postgraduate,Family,0,Yes,No,Platinum,South
C10390,23,Female,Married,Salaried,1920353,Urban,Graduate,Own,4,Yes,Yes,Silver,East
C10391,60,Female,Married,Student,2751673,Metro,Postgraduate,Own,4,Yes,Yes,Silver,South
C10392,66,Female,Single,Retired,1789158,Rural,High School,Own,3,Yes,No,Platinum,East
C10393,44,Male,Single,Salaried,268335,Metro,Postgraduate,Own,4,Yes,Yes,Platinum,South
C10395,52,Male,Divorced,Unemployed,1987711,Metro,Graduate,Family,3,Yes,Yes,Silver,West
C10396,67,Female,Married,Unemployed,441248,Metro,High School,Own,3,Yes,Yes,Gold,Central
C10397,42,Male,Divorced,Self-Employed,1058891,Semi-Urban,Graduate,Own,2,Yes,Yes,Silver,East
C10398,43,Other,Single,Student,1742781,Semi-Urban,Postgraduate,Own,4,Yes,Yes,Silver,North
C10399,22,Female,Married,Salaried,2347361,Urban,Graduate,Family,3,Yes,Yes,Gold,North
C10400,47,Female,Married,Student,417493,Metro,High School,Own,4,Yes,Yes,Silver,South
C10402,62,Other,Divorced,Retired,950609,Urban,Professional,Own,4,Yes,Yes,Gold,South
C10403,22,Male,Single,Self-Employed,2943725,Semi-Urban,Graduate,Own,4,Yes,Yes,None,East
C10404,46,Male,Single,Unemployed,1353451,Urban,Professional,Rent,1,Yes,Yes,Silver,West
C10405,37,Female,Married,Self-Employed,2472145,Urban,Professional,Family,3,Yes,Yes,Gold,North
C10406,60,Male,Divorced,Salaried,664774,Semi-Urban,Graduate,Family,4,Yes,Yes,Silver,East
C10407,53,Female,Divorced,Salaried,1841027,Rural,Graduate,Family,2,Yes,Yes,None,North
C10408,29,Male,Widowed,Salaried,1780111,Metro,High School,Own,1,Yes,Yes,None,Central
C10409,63,Female,Widowed,Salaried,2497403,Urban,Postgraduate,Family,3,Yes,Yes,Gold,South
C10410,68,Female,Single,Self-Employed,1795235,Urban,Professional,Own,0,Yes,Yes,Gold,East
C10411,59,Female,Single,Retired,1602963,Urban,Postgraduate,Rent,3,Yes,Yes,Platinum,South
C10412,49,Male,Single,Salaried,2404254,Semi-Urban,Graduate,Rent,1,Yes,Yes,Silver,East
C10413,62,Male,Single,Retired,2848315,Urban,High School,Own,2,Yes,No,Silver,South
C10414,46,Female,Married,Retired,1228275,Semi-Urban,High School,Own,1,Yes,Yes,Silver,South
C10415,55,Male,Divorced,Salaried,2739091,Urban,Postgraduate,Family,4,Yes,Yes,Silver,East
C10416,45,Female,Single,Salaried,2642549,Urban,Doctorate,Family,1,Yes,No,Silver,Central
C10417,44,Female,Married,Self-Employed,1072360,Semi-Urban,Postgraduate,Own,0,Yes,Yes,Gold,North
C10419,33,Female,Divorced,Salaried,1070825,Urban,Postgraduate,Own,0,Yes,Yes,Silver,East
C10420,27,Female,Married,Student,795967,Urban,Graduate,Family,4,Yes,Yes,Silver,Central
C10421,56,Male,Single,Salaried,695253,Rural,Postgraduate,Own,4,Yes,Yes,Silver,West
C10422,65,Female,Married,Unemployed,2970982,Semi-Urban,Graduate,Family,0,Yes,No,Silver,South
C10423,40,Female,Single,Student,481878,Rural,Professional,Family,2,Yes,Yes,None,South
C10424,21,Male,Married,Self-Employed,2965615,Urban,High School,Family,1,Yes,Yes,Silver,North
C10425,28,Other,Married,Self-Employed,247728,Urban,Postgraduate,Family,0,Yes,Yes,Gold,North
C10426,66,Male,Single,Self-Employed,1153982,Rural,Postgraduate,Family,4,Yes,Yes,Platinum,South
C10427,36,Male,Widowed,Salaried,1954781,Metro,Postgraduate,Family,4,Yes,No,Silver,South
C10428,34,Male,Married,Self-Employed,2997027,Rural,Graduate,Family,2,No,No,Silver,East
C10429,32,Female,Married,Salaried,1293816,Rural,Graduate,Rent,3,Yes,Yes,Gold,North
C10430,43,Male,Widowed,Student,362360,Semi-Urban,Postgraduate,Own,4,Yes,Yes,Silver,East
C10431,35,Female,Single,Unemployed,2287253,Metro,Professional,Rent,2,Yes,Yes,Gold,East
C10432,48,Female,Single,Salaried,237432,Rural,Graduate,Family,0,Yes,Yes,Silver,South
C10433,54,Male,Married,Self-Employed,2498819,Semi-Urban,Graduate,Family,3,Yes,Yes,None,North
C10434,22,Male,Single,Salaried,2022690,Semi-Urban,Graduate,Rent,0,Yes,Yes,Gold,Central
C10435,52,Female,Married,Student,2664071,Semi-Urban,Graduate,Rent,2,Yes,Yes,Silver,North
C10436,43,Male,Single,Unemployed,1533217,Urban,Doctorate,Family,0,Yes,Yes,Gold,East
C10437,42,Female,Single,Self-Employed,1539003,Metro,Postgraduate,Own,1,Yes,Yes,None,East
C10438,45,Male,Married,Salaried,2671893,Urban,Graduate,Own,2,Yes,Yes,None,South
C10439,42,Female,Single,Unemployed,896472,Metro,Professional,Own,3,Yes,Yes,Gold,West
C10441,42,Female,Married,Self-Employed,1193511,Semi-Urban,Graduate,Family,4,Yes,Yes,None,North
C10442,69,Male,Married,Salaried,2896720,Urban,High School,Own,0,Yes,Yes,Gold,Central
C10443,62,Male,Divorced,Self-Employed,1523183,Urban,High School,Own,2,Yes,Yes,Silver,North
C10444,26,Male,Married,Salaried,2647910,Metro,Postgraduate,Own,0,Yes,Yes,Silver,North
C10445,35,Male,Single,Salaried,2204989,Metro,Professional,Own,2,Yes,Yes,Silver,East
C10446,63,Female,Married,Student,1500622,Semi-Urban,Graduate,Rent,2,Yes,Yes,Gold,South
C10447,57,Female,Married,Salaried,2958672,Semi-Urban,Graduate,Own,3,Yes,Yes,Platinum,Central
C10448,53,Male,Married,Salaried,572984,Urban,Postgraduate,Own,0,Yes,Yes,Silver,Central
C10449,28,Female,Married,Retired,2324834,Semi-Urban,Graduate,Rent,0,Yes,Yes,None,North
C10450,64,Female,Married,Self-Employed,1114208,Urban,High School,Rent,2,Yes,No,Silver,North
C10451,64,Male,Married,Salaried,1470759,Semi-Urban,High School,Own,1,Yes,Yes,Silver,Central
C10452,25,Male,Married,Retired,1607121,Metro,Graduate,Family,4,Yes,No,Silver,Central
C10453,59,Female,Single,Salaried,876765,Metro,Postgraduate,Own,4,Yes,Yes,Gold,West
C10454,24,Female,Single,Self-Employed,2467300,Metro,High School,Rent,1,Yes,Yes,Gold,West
C10455,26,Female,Married,Salaried,2175406,Metro,Graduate,Own,3,Yes,Yes,Platinum,Central
C10456,65,Female,Single,Retired,630726,Rural,Graduate,Own,1,Yes,Yes,Silver,South
C10457,52,Male,Single,Retired,748815,Rural,Postgraduate,Own,1,Yes,Yes,Silver,West
C10458,50,Female,Single,Self-Employed,412694,Semi-Urban,High School,Own,3,Yes,Yes,None,East
C10459,67,Female,Married,Retired,2843217,Urban,Professional,Own,2,No,Yes,Gold,East
C10460,55,Female,Single,Salaried,1310958,Urban,Graduate,Own,0,Yes,No,Silver,East
C10461,60,Male,Married,Retired,2208342,Semi-Urban,Graduate,Family,4,Yes,No,Silver,North
C10462,36,Male,Single,Salaried,1727794,Urban,Graduate,Own,4,Yes,No,None,West
C10463,33,Male,Married,Salaried,498643,Rural,Graduate,Family,4,Yes,Yes,None,North
C10466,62,Female,Married,Self-Employed,2032470,Metro,Graduate,Rent,1,Yes,Yes,Gold,South
C10467,50,Male,Married,Self-Employed,1830717,Urban,Professional,Own,2,Yes,Yes,Gold,Central
C10468,39,Male,Single,Salaried,217921,Rural,High School,Rent,2,Yes,Yes,Gold,Central
C10469,37,Male,Widowed,Student,2709128,Rural,High School,Own,1,Yes,Yes,Gold,South
C10470,39,Male,Divorced,Salaried,371578,Rural,High School,Family,3,Yes,No,Silver,West
C10471,48,Female,Married,Salaried,962656,Urban,Postgraduate,Family,3,Yes,Yes,Gold,South
C10472,46,Female,Divorced,Salaried,1173487,Semi-Urban,High School,Rent,2,Yes,Yes,Silver,Central
C10473,57,Female,Married,Salaried,1776107,Metro,Graduate,Family,1,Yes,No,None,Central
C10474,46,Male,Married,Salaried,1999563,Metro,Graduate,Own,4,Yes,Yes,None,South
C10475,43,Female,Married,Unemployed,1907602,Urban,Graduate,Own,0,Yes,No,Silver,North
C10476,29,Male,Married,Self-Employed,413929,Rural,High School,Own,2,Yes,Yes,Platinum,South
C10477,32,Male,Divorced,Salaried,1530131,Metro,Graduate,Own,4,Yes,Yes,None,North
C10478,21,Male,Married,Unemployed,1594660,Urban,Graduate,Rent,2,Yes,Yes,None,West
C10480,21,Male,Widowed,Self-Employed,2582882,Semi-Urban,High School,Own,0,Yes,Yes,Silver,Central
C10481,67,Male,Single,Salaried,2639464,Urban,Graduate,Own,3,Yes,Yes,Silver,East
C10482,54,Female,Married,Salaried,1227540,Metro,Postgraduate,Rent,2,Yes,Yes,Platinum,East
C10483,52,Female,Married,Salaried,2102518,Metro,Professional,Own,1,Yes,Yes,Platinum,Central
C10484,68,Female,Married,Salaried,2880302,Rural,Professional,Family,3,Yes,No,Silver,South
C10485,45,Male,Single,Salaried,702381,Urban,Graduate,Own,3,Yes,Yes,Silver,Central
C10486,60,Male,Married,Salaried,1353932,Semi-Urban,Postgraduate,Own,4,Yes,Yes,Silver,South
C10487,65,Male,Divorced,Salaried,2077210,Urban,Postgraduate,Own,1,Yes,Yes,None,South
C10488,21,Other,Single,Self-Employed,2703896,Metro,Graduate,Own,2,No,Yes,Gold,Central
C10489,36,Female,Married,Salaried,2381825,Metro,High School,Own,2,Yes,No,None,East
C10490,59,Female,Single,Self-Employed,841651,Metro,Graduate,Own,1,Yes,Yes,Gold,Central
C10491,25,Male,Widowed,Salaried,2374552,Metro,Doctorate,Family,3,Yes,Yes,Silver,South
C10492,42,Female,Married,Unemployed,2952468,Metro,Postgraduate,Rent,2,Yes,Yes,Gold,West
C10493,49,Male,Single,Salaried,1609443,Semi-Urban,Graduate,Rent,2,Yes,Yes,Gold,East
C10494,23,Female,Single,Retired,399479,Semi-Urban,Postgraduate,Own,2,Yes,No,Silver,South
C10495,32,Female,Married,Self-Employed,1833453,Semi-Urban,Postgraduate,Own,0,Yes,Yes,Silver,East
C10497,46,Other,Single,Self-Employed,2459656,Rural,Postgraduate,Own,1,Yes,Yes,None,North
C10498,36,Female,Married,Self-Employed,2789539,Semi-Urban,Postgraduate,Rent,0,Yes,No,Gold,Central
C10501,57,Male,Divorced,Student,589232,Metro,Postgraduate,Rent,0,Yes,Yes,Silver,Central
C10502,42,Female,Divorced,Unemployed,740526,Urban,Doctorate,Own,4,Yes,Yes,Silver,East
C10503,49,Female,Single,Salaried,683501,Metro,Graduate,Rent,2,Yes,Yes,None,North
C10504,34,Male,Widowed,Salaried,459058,Semi-Urban,Postgraduate,Own,0,Yes,Yes,Gold,West
C10505,48,Male,Married,Salaried,2327945,Metro,Graduate,Own,1,Yes,Yes,Silver,West
C10506,25,Male,Single,Salaried,208004,Metro,Postgraduate,Family,4,Yes,Yes,Gold,West
C10507,67,Male,Single,Self-Employed,1363038,Metro,Professional,Own,4,No,Yes,None,East
C10508,69,Male,Single,Retired,1072479,Rural,Graduate,Family,3,Yes,No,Silver,South
C10509,50,Female,Married,Salaried,417584,Semi-Urban,Graduate,Rent,3,Yes,Yes,Silver,Central
C10510,66,Male,Single,Unemployed,955906,Urban,Graduate,Own,4,Yes,Yes,Gold,North
C10511,25,Male,Single,Salaried,933711,Urban,Graduate,Family,1,Yes,Yes,Gold,North
C10512,32,Female,Married,Salaried,2299640,Metro,Professional,Own,0,Yes,Yes,Platinum,West
C10513,36,Female,Married,Salaried,1594152,Metro,Graduate,Own,3,Yes,Yes,Silver,West
C10514,46,Female,Married,Self-Employed,1057584,Urban,Graduate,Own,0,Yes,Yes,Gold,North
C10515,46,Male,Married,Student,1281367,Urban,Professional,Own,1,Yes,Yes,Silver,Central
C10516,68,Female,Single,Salaried,1873505,Semi-Urban,Graduate,Own,0,No,Yes,None,North
C10517,41,Female,Divorced,Salaried,2328179,Urban,High School,Rent,4,Yes,Yes,Gold,West
C10518,59,Male,Single,Salaried,204726,Rural,Graduate,Own,3,Yes,Yes,None,West
C10519,56,Male,Married,Self-Employed,1233908,Urban,Professional,Own,1,Yes,Yes,Platinum,East
C10520,53,Female,Married,Salaried,960758,Rural,High School,Own,4,Yes,Yes,Gold,West
C10521,50,Female,Single,Salaried,525188,Semi-Urban,High School,Own,1,Yes,Yes,None,East
C10522,57,Other,Widowed,Salaried,2458037,Rural,Graduate,Family,3,Yes,Yes,Platinum,Central
C10523,43,Female,Married,Salaried,290105,Semi-Urban,Postgraduate,Rent,0,Yes,Yes,Silver,West
C10524,30,Female,Single,Student,861300,Urban,Postgraduate,Rent,1,Yes,Yes,Platinum,West
C10525,25,Female,Divorced,Salaried,429425,Urban,High School,Own,3,Yes,No,Gold,North
C10526,56,Male,Married,Self-Employed,747484,Metro,Professional,Rent,4,Yes,Yes,Platinum,West
C10527,54,Male,Married,Student,992649,Metro,Graduate,Own,3,Yes,Yes,Silver,Central
C10528,51,Male,Married,Salaried,743721,Metro,Graduate,Own,0,Yes,No,Silver,South
C10529,30,Female,Married,Salaried,1302953,Urban,Graduate,Rent,3,Yes,Yes,Silver,North
C10530,39,Female,Single,Salaried,2239484,Metro,Postgraduate,Rent,4,Yes,Yes,Silver,Central
